Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median,Clipped_0.25_vs_Clipped_Mean,Clipped_0.5_vs_Clipped_Mean,Clipped_0.75_vs_Clipped_Mean,Clipped_0.25_vs_Unclipped_Mean,Clipped_0.5_vs_Unclipped_Mean,Clipped_0.75_vs_Unclipped_Mean,Clipped_0.25_vs_Unclipped_Median,Clipped_0.5_vs_Unclipped_Median,Clipped_0.75_vs_Unclipped_Median
28,0.8005989193916321,0.2633025646209717,0.19615574181079865,0.7799290418624878,0.5544295310974121,0.36454451084136963,0.9506404399871826,0.7047420144081116,0.3077974319458008,0.9543769955635071,0.8875212073326111,0.2120865434408188
29,0.7937082052230835,0.2501663565635681,0.18819501996040344,0.7854185104370117,0.5525124073028564,0.3588002920150757,0.9551122188568115,0.6900635957717896,0.29105299711227417,0.9501416683197021,0.887825608253479,0.21600207686424255
30,0.7458900213241577,0.16896572709083557,0.11453018337488174,0.7169303297996521,0.4545387625694275,0.30347418785095215,0.9424148201942444,0.615933358669281,0.2248014658689499,0.9510277509689331,0.868320643901825,0.14347614347934723
31,0.7525773048400879,0.19854412972927094,0.14598244428634644,0.7155970931053162,0.45794278383255005,0.30493608117103577,0.9128314852714539,0.604451060295105,0.25769704580307007,0.9710001945495605,0.829386830329895,0.18434523046016693
32,0.7780351638793945,0.13561569154262543,0.13516026735305786,0.671016275882721,0.49201008677482605,0.3058393895626068,0.9383333921432495,0.6589660048484802,0.19853806495666504,0.9587909579277039,0.8765136003494263,0.11342661827802658
33,0.8056297302246094,0.19149520993232727,0.17861971259117126,0.7460446953773499,0.5828772783279419,0.2911139726638794,0.9507003426551819,0.6986280679702759,0.22065883874893188,0.9689116477966309,0.8968483805656433,0.17837873101234436
34,0.811233639717102,0.15160350501537323,0.1430625021457672,0.6905322670936584,0.5020479559898376,0.26351600885391235,0.8888944387435913,0.6266441941261292,0.19990494847297668,0.978868842124939,0.8794382214546204,0.14580674469470978
35,0.8092231750488281,0.1917819082736969,0.17170868813991547,0.7195218205451965,0.5108462572097778,0.2852135896682739,0.9212129712104797,0.6612675786018372,0.23084020614624023,0.9742503762245178,0.8881776332855225,0.17779968678951263
36,0.7634291648864746,0.153548926115036,0.15620484948158264,0.6469441652297974,0.4957093596458435,0.2906305193901062,0.8984573483467102,0.6474884748458862,0.23129498958587646,0.9860818386077881,0.8172631859779358,0.13651205599308014
37,0.7751799821853638,0.11267217248678207,0.11097899079322815,0.5982949733734131,0.43125325441360474,0.2466009259223938,0.8898717164993286,0.6070811152458191,0.1744038164615631,0.9905186891555786,0.817332923412323,0.10096050798892975
38,0.8010731935501099,0.17062608897686005,0.1357601284980774,0.6429187059402466,0.455569326877594,0.29319730401039124,0.8967728614807129,0.6365731954574585,0.23844313621520996,0.9791907072067261,0.8678220510482788,0.14680922031402588
39,0.7656426429748535,0.1491735577583313,0.09806600958108902,0.6573119759559631,0.4087979197502136,0.2580181956291199,0.8887943029403687,0.5781505107879639,0.21076537668704987,0.9872205257415771,0.8172637820243835,0.1320798546075821
40,0.777826726436615,0.11945164203643799,0.11023811995983124,0.6382473707199097,0.46436837315559387,0.23903882503509521,0.8690751791000366,0.5925294160842896,0.1926635056734085,0.9892659783363342,0.8208624720573425,0.1084289476275444
41,0.759224534034729,0.1516714096069336,0.09714122116565704,0.6534695625305176,0.4078434109687805,0.25028419494628906,0.8640073537826538,0.5435688495635986,0.20717597007751465,0.9939323663711548,0.8020918369293213,0.14142470061779022
42,0.7842831015586853,0.1530514359474182,0.12277805805206299,0.6177693605422974,0.46436694264411926,0.2525569498538971,0.8487406969070435,0.5884615182876587,0.21523046493530273,0.992973804473877,0.821839451789856,0.15016287565231323
43,0.752439022064209,0.1867828220129013,0.14049457013607025,0.6346086859703064,0.39696013927459717,0.28390783071517944,0.8873600959777832,0.5651520490646362,0.23157112300395966,0.9906232357025146,0.8036495447158813,0.1816079020500183
44,0.798227071762085,0.13036151230335236,0.10264613479375839,0.6211080551147461,0.4413045048713684,0.26727384328842163,0.8813585042953491,0.591731071472168,0.20453284680843353,0.9874120950698853,0.8549173474311829,0.12661966681480408
45,0.7533854246139526,0.11042788624763489,0.07843844592571259,0.6291103363037109,0.43610918521881104,0.23993194103240967,0.8278976678848267,0.551654040813446,0.20195168256759644,0.9921649694442749,0.8010444045066833,0.10177740454673767
46,0.8390017151832581,0.15343481302261353,0.10568996518850327,0.6954309940338135,0.5294817686080933,0.24017947912216187,0.8828486204147339,0.642653226852417,0.2046290785074234,0.9884831309318542,0.8836151957511902,0.1440909057855606
47,0.8529728055000305,0.12665480375289917,0.08395083248615265,0.5996365547180176,0.4421117901802063,0.23924651741981506,0.7729530334472656,0.5585507750511169,0.20905350148677826,0.9876974821090698,0.890790581703186,0.11337439715862274
48,0.8080865740776062,0.12447072565555573,0.07952521741390228,0.6484578251838684,0.43858301639556885,0.22290275990962982,0.8638395071029663,0.5869348645210266,0.17928270995616913,0.9813227653503418,0.8693714141845703,0.11170169711112976
49,0.7600537538528442,0.14689764380455017,0.08516356348991394,0.6294221878051758,0.41042762994766235,0.267894983291626,0.8027219772338867,0.5078064799308777,0.22794805467128754,0.9954988956451416,0.7907209992408752,0.14512339234352112
50,0.7716619968414307,0.1382642239332199,0.08472734689712524,0.6177433133125305,0.3819414973258972,0.25133806467056274,0.8336376547813416,0.510244607925415,0.20778685808181763,0.994009792804718,0.8141145706176758,0.13173842430114746
